Reinforce Rewards,Reinforce Steps,Reinforce Found,Parallel Sweep Rewards,Parallel Sweep Steps,Parallel Sweep Found
190855.91015149505,21,True,-200000.0,202,False
190891.1170354235,21,True,-200000.0,202,False
188172.67119379542,33,True,-200000.0,202,False
187637.34934927948,37,True,153783.60758885837,83,True
190344.8972399617,24,True,-200000.0,202,False
181140.0403250832,65,True,-200000.0,202,False
-197105.61888330584,29,False,160572.73357702963,70,True
190358.76171780628,24,True,91157.7309708187,191,True
189973.61792119406,24,True,100639.53821746886,172,True
191809.51378561952,18,True,-200000.0,202,False
-198903.46092237966,23,True,112211.51476921717,153,True
191262.04708290973,19,True,-200000.0,202,False
188562.37851538137,32,True,166303.53676539633,58,True
189460.04334007227,27,True,100639.53821746886,172,True
189959.70162796284,25,True,93828.34522204645,188,True
190561.5925645848,23,True,161454.43524092974,68,True
191488.0120034869,19,True,-200000.0,202,False
190725.00683547696,22,True,100658.17016403071,172,True
184761.21373002077,46,True,-200000.00000000003,202,False
190380.69377836023,22,True,-200000.00000000003,202,False
189864.88789257305,25,True,-200000.0,202,False
190337.50764654015,23,True,91157.7309708187,191,True
186921.94176399155,34,True,164456.36114495175,62,True
190937.45878447074,21,True,-200000.0,202,False
190634.1004789267,22,True,-200000,202,False
190940.9716022532,21,True,-200000.0,202,False
191307.00562238944,19,True,-200000.0,202,False
-198693.79329610284,25,False,111058.81353892137,153,True
192136.2826218155,17,True,-200000,202,False
191301.13442418736,19,True,-200000.0,202,False
191932.0,17,True,112211.51476921717,153,True
188602.61350761962,28,True,-200000.0,202,False
190620.99945564257,23,True,-200000.0,202,False
-184619.1921555329,77,False,-200000,202,False
190970.68847316693,21,True,-200000.0,202,False
190354.12285143684,23,True,90372.19403503447,193,True
189202.02711115452,28,True,-200000.0,202,False
190314.7582046612,24,True,-200000,202,False
188091.41607878046,32,True,153836.31145354066,85,True
190370.08663007032,23,True,-200000.0,202,False
191157.58263869636,19,True,-200000.0,202,False
189064.90386686253,28,True,-200000,202,False
190124.01322254728,23,True,-200000.0,202,False
191341.97032256695,19,True,-200000.0,202,False
190944.51833067203,21,True,-200000.0,202,False
-198148.91197451632,25,False,-200000.0,202,False
192531.0,16,True,-200000,202,False
190039.34031214277,24,True,110590.69639840825,157,True
190294.04915289418,23,True,-200000,202,False
-199439.34771048286,21,False,-200000.0,202,False
187676.4534213915,35,True,92527.92261632498,191,True
190252.08668495333,25,True,166303.53676539633,58,True
192531.0,16,True,-200000.00000000003,202,False
-197258.29482240306,28,False,-200000.0,202,False
188011.4410065886,34,True,101818.45016084416,169,True
189265.00608772828,30,True,-200000.0,202,False
190178.8967272588,24,True,-200000,202,False
190489.79571492242,21,True,-200000.0,202,False
188727.08659918854,32,True,100658.17016403071,172,True
189492.10124000575,28,True,-200000,202,False
192531.0,16,True,-200000.0,202,False
190444.1488829417,22,True,-200000.0,202,False
177017.55755995715,78,True,-200000.0,202,False
189440.18184587845,28,True,-200000,202,False
188999.80707957843,29,True,-200000.0,202,False
-193665.37219437087,99,False,100639.53821746886,172,True
189541.7716144627,26,True,-200000.0,202,False
191332.7528552393,19,True,-200000,202,False
190393.97778579957,23,True,-200000,202,False
190163.40440214952,24,True,-200000.0,202,False
-199088.78939317696,22,False,-200000.0,202,False
-191736.06656645436,48,False,92474.12673590615,188,True
189873.35609665804,25,True,-200000.0,202,False
190935.37469230077,21,True,160572.73357702963,70,True
189877.32206262773,26,True,-200000.0,202,False
192033.0,17,True,-200000.0,202,False
189291.49860776137,26,True,166303.53676539633,58,True
188879.9798850261,30,True,-200000.0,202,False
190638.51086700166,21,True,99952.9188149,174,True
189480.2470532821,26,True,99952.9188149,174,True
-196017.46422268281,33,False,91157.7309708187,191,True
188903.46985625286,32,True,90372.19403503447,193,True
-199204.5422476435,22,False,-200000.0,202,False
190044.56421245149,24,True,-200000.0,202,False
190561.6516075277,22,True,-200000,202,False
-198155.70888426458,25,False,-200000.0,202,False
188713.71188307993,31,True,164456.36114495175,62,True
190460.0506023902,23,True,166303.53676539633,58,True
191535.0,18,True,-200000,202,False
189827.091388159,24,True,100658.17016403071,172,True
189492.86124789043,28,True,100658.17016403071,172,True
190592.51800040045,22,True,-200000,202,False
-198576.82414747472,24,False,-200000.00000000003,202,False
188741.03518489352,30,True,-200000.00000000003,202,False
188815.69580055526,28,True,100639.53821746886,172,True
190225.2438733929,25,True,-200000.0,202,False
190602.92407273347,21,True,-200000.0,202,False
190082.39796729587,24,True,-200000,202,False
187945.25259211744,38,True,-200000.0,202,False
191184.68096444278,20,True,-200000,202,False
190622.55173117088,22,True,-200000.0,202,False
189980.16541285205,25,True,-200000.0,202,False
188428.84072784265,28,True,100639.53821746886,172,True
190874.4344344527,20,True,100639.53821746886,172,True
191205.22468162878,19,True,152901.90592495826,85,True
190534.1694100963,22,True,-200000.0,202,False
190889.82116522873,22,True,-200000,202,False
188798.54197110707,28,True,121343.31064331312,134,True
191341.27454362312,19,True,-200000,202,False
191095.8598270657,20,True,92527.92261632498,191,True
190254.90042208863,24,True,-200000.00000000003,202,False
192654.3371638463,16,True,101818.45016084416,169,True
190393.80908741898,23,True,-200000.0,202,False
189133.83595605395,30,True,-200000.0,202,False
190758.56058080128,20,True,101818.45016084416,169,True
188317.88642578767,34,True,-200000.0,202,False
-199127.3594045751,22,True,-200000,202,False
187993.9064065743,34,True,160815.72568271676,68,True
187515.1634175431,32,True,-200000,202,False
188857.68497411633,25,True,-200000.0,202,False
190674.87042979343,22,True,-200000.0,202,False
190381.917710325,23,True,-200000,202,False
185818.7593916286,42,True,93828.34522204645,188,True
192033.0,17,True,-200000.0,202,False
190816.77517223827,20,True,-200000.0,202,False
191535.0,18,True,91157.7309708187,191,True
191350.73922144898,19,True,-200000.0,202,False
-195387.00666427505,34,False,-200000.0,202,False
191011.10759973252,20,True,92527.92261632498,191,True
191009.76582699164,20,True,-200000.0,202,False
188388.97179297017,29,True,-200000.00000000003,202,False
189322.3715512921,29,True,-200000.0,202,False
189556.94137024318,27,True,99952.9188149,174,True
-196383.36867569922,33,False,-200000.0,202,False
186559.57038863396,42,True,-200000,202,False
189038.54462944972,30,True,-200000.0,202,False
190134.44087573342,24,True,-200000,202,False
190877.89295866765,22,True,-200000.0,202,False
189891.62887441937,24,True,-200000.0,202,False
191301.13442418736,19,True,111409.0921634957,155,True
190143.96363606604,24,True,-200000.0,202,False
191699.40545553423,18,True,-200000.0,202,False
190711.07698157284,21,True,89569.771429313,195,True
190737.4204982851,22,True,-200000.0,202,False
190995.651337313,21,True,-200000,202,False
190842.24419411298,21,True,-200000.0,202,False
190977.17467566655,21,True,93828.34522204645,188,True
189408.6130718752,29,True,-200000.0,202,False
-192552.38108967713,57,False,-200000.00000000003,202,False
191164.5591224986,20,True,-200000.00000000003,202,False
190265.22169383054,24,True,161454.43524092974,68,True
-198856.81614581012,23,False,-200000.0,202,False
191074.53597277348,20,True,-200000.0,202,False
189323.7415168581,27,True,-200000,202,False
190547.53515935296,22,True,-200000.0,202,False
190686.47182924947,22,True,-200000.0,202,False
190000.24181356785,26,True,112211.51476921717,153,True
188511.52100388383,32,True,-200000.0,202,False
191370.8746877886,19,True,-200000.0,202,False
189958.42688197098,24,True,-200000.0,202,False
189118.96085270893,29,True,-200000.0,202,False
189952.18773366066,26,True,-200000.0,202,False
188135.81840896024,36,True,166303.53676539633,58,True
191035.7736038426,20,True,-200000.0,202,False
192033.0,17,True,-200000.0,202,False
190848.1738010272,21,True,-200000.0,202,False
-193421.56155359032,47,False,-200000,202,False
191030.66688600264,20,True,-200000.0,202,False
190346.13541951324,23,True,92474.12673590615,188,True
190004.0036912592,26,True,-200000.0,202,False
-197789.49730802845,27,False,-200000.0,202,False
175968.39539475983,78,True,114468.4897052778,148,True
190303.33330531177,24,True,100639.53821746886,172,True
188756.00919577252,31,True,-200000.0,202,False
191177.65964532914,20,True,-200000.0,202,False
189627.04814857853,27,True,100658.17016403071,172,True
189068.34168549377,29,True,-200000,202,False
190053.81933174847,25,True,-200000.0,202,False
190831.1604270974,21,True,119423.38669585009,138,True
190959.2890383372,21,True,-200000.0,202,False
191321.84488233508,20,True,91725.5000106035,193,True
190267.85995215512,25,True,-200000,202,False
189976.23996755286,24,True,-200000.0,202,False
189697.14281403154,26,True,-200000.0,202,False
188617.15048161504,31,True,100639.53821746886,172,True
188734.28490899302,31,True,-200000.0,202,False
188772.51074391836,30,True,111409.0921634957,155,True
188498.92690539683,33,True,100639.53821746886,172,True
-197536.39588344513,29,False,-200000.0,202,False
188311.2997890339,34,True,-200000,202,False
191043.90366670705,20,True,-200000.0,202,False
191932.0,17,True,-200000.0,202,False
190134.05924646012,24,True,-200000.0,202,False
190496.1634510239,23,True,-200000.0,202,False
191112.34563218718,20,True,-200000.0,202,False
189564.00911683126,27,True,166303.53676539633,58,True
-195459.30046831226,34,False,-200000.0,202,False
190547.97260131376,23,True,-200000,202,False
189756.21695776572,24,True,-200000.0,202,False
191322.74286945877,19,True,-200000.0,202,False
190809.46049887218,22,True,92474.12673590615,188,True
189609.96693515693,27,True,-200000.0,202,False
188158.9333880751,31,True,-200000.0,202,False
191043.90366670705,20,True,-200000.0,202,False
192531.0,16,True,-200000.0,202,False
190669.57646600722,22,True,-200000.0,202,False
191087.77213338186,20,True,-200000.0,202,False
191638.2826218155,18,True,-200000.0,202,False
190350.56766299452,23,True,-200000.0,202,False
192156.3371638463,17,True,91157.7309708187,191,True
-199117.4630680213,22,False,-200000.0,202,False
190387.60733613535,21,True,-200000.0,202,False
189606.02878753556,27,True,-200000,202,False
191374.69391388315,19,True,-200000.00000000003,202,False
192033.0,17,True,-200000.0,202,False
190331.66924275813,23,True,-200000.0,202,False
190602.60816284874,22,True,100639.53821746886,172,True
187979.91202864322,32,True,-200000.00000000003,202,False
189033.39873136653,29,True,99952.9188149,174,True
190302.4761452764,24,True,-200000.00000000003,202,False
189757.51592090842,25,True,111409.0921634957,155,True
191699.40545553423,18,True,-200000.00000000003,202,False
190979.28140138937,21,True,-200000.0,202,False
190673.5314664049,20,True,165384.79249252172,60,True
182150.2191344939,60,True,100639.53821746886,172,True
190872.21941577655,21,True,100658.17016403071,172,True
189252.04931553116,27,True,-200000.00000000003,202,False
189588.56389887226,28,True,-200000.0,202,False
190388.3364303651,24,True,-200000.0,202,False
192033.0,17,True,-200000,202,False
188814.82454311405,28,True,-200000.0,202,False
187714.87940474186,35,True,-200000,202,False
191365.54892221384,19,True,-200000.0,202,False
190636.92751067705,23,True,-200000.0,202,False
191004.401036222,20,True,93828.34522204645,188,True
-198693.43002963875,24,False,-200000.0,202,False
190891.796344036,21,True,92474.12673590615,188,True
190204.1064170196,23,True,160815.72568271676,68,True
190786.50945674666,22,True,-200000.0,202,False
182933.84435652805,50,True,-200000.0,202,False
190504.2246252715,23,True,100658.17016403071,172,True
189427.11409605882,27,True,100639.53821746886,172,True
189994.1923139241,25,True,-200000.0,202,False
191133.33921249272,20,True,-200000,202,False
190823.84488233508,21,True,112475.53678697348,150,True
190012.3746829699,25,True,-200000.00000000003,202,False
189245.6388513868,27,True,-200000.0,202,False
190477.51787899146,22,True,-200000.0,202,False
187211.1056331326,41,True,-200000.0,202,False
189799.28447144845,26,True,-200000.0,202,False
-196522.42758672734,33,False,-200000.0,202,False
189991.33678276476,25,True,-200000.0,202,False
190939.01285355224,21,True,93828.34522204645,188,True
189012.62720033625,25,True,93828.34522204645,188,True
188853.2672867799,30,True,160815.72568271676,68,True
190860.28854007504,21,True,-200000.0,202,False
190030.331786776,25,True,-200000.0,202,False
185347.80118266708,46,True,-200000,202,False
190076.01926802815,25,True,-200000.0,202,False
188647.34869467962,30,True,-200000.0,202,False
188472.46772578332,31,True,-200000.00000000003,202,False
191022.8802879609,20,True,-200000.0,202,False
189248.46476362174,27,True,100658.17016403071,172,True
189674.5162661695,26,True,166303.53676539633,58,True
191145.2885118324,20,True,99952.9188149,174,True
188117.61594169095,33,True,166060.0,58,True
191580.3519529491,19,True,111058.81353892137,153,True
190323.26355323716,24,True,-200000.0,202,False
191220.19257328878,20,True,111409.0921634957,155,True
190289.23516287532,24,True,-200000,202,False
190841.05316373103,21,True,-200000.0,202,False
190222.45675535654,24,True,-200000,202,False
191670.50109031258,18,True,-200000.0,202,False
187962.42716878979,37,True,-200000.0,202,False
189883.00274976116,25,True,155600.43372961858,81,True
185791.44267909986,37,True,-200000.0,202,False
191267.74998862846,20,True,-200000,202,False
186753.23515093015,39,True,-200000.0,202,False
188103.5368499532,34,True,-200000.0,202,False
189888.97442219747,25,True,-200000.0,202,False
191037.7013872992,20,True,-200000.0,202,False
190608.65323345203,23,True,-200000,202,False
190923.42398003448,20,True,-200000.0,202,False
190356.902607922,23,True,-200000.0,202,False
191004.0477149776,21,True,-200000,202,False
188205.16982435988,33,True,-200000.0,202,False
190289.27185261616,22,True,101818.45016084416,169,True
190704.98335666652,21,True,-200000.0,202,False
187952.3924776895,32,True,-200000.0,202,False
190855.08286823065,21,True,-200000.0,202,False
189418.94564596217,30,True,-200000.0,202,False
189966.75982535066,23,True,-200000.0,202,False
190853.7515924201,21,True,-200000.0,202,False
190175.33656577716,24,True,-200000.0,202,False
190011.89637838057,24,True,93828.34522204645,188,True
191652.51818783,18,True,-200000.0,202,False
-198616.55741984976,24,False,-200000.0,202,False
190682.643502458,21,True,-200000,202,False
190369.92338148676,22,True,-200000.0,202,False
189108.17987983106,26,True,-200000.0,202,False
190304.4898576001,22,True,-200000.0,202,False
190321.8799074637,24,True,-200000.0,202,False
189550.42265795494,28,True,-200000.0,202,False
191083.44935970247,20,True,166303.53676539633,58,True
188595.89776792127,30,True,-200000,202,False
187776.60137917398,34,True,112211.51476921717,153,True
189166.20226313794,29,True,160815.72568271676,68,True
188847.01458435046,29,True,-200000.0,202,False
190756.3608073459,21,True,91157.7309708187,191,True
191198.6416273755,19,True,-200000.0,202,False
189552.95661789726,26,True,-200000.0,202,False
185020.23455298098,48,True,-200000.0,202,False
190482.70463969995,23,True,100639.53821746886,172,True
190715.44707552885,22,True,-200000.0,202,False
190886.97171220853,21,True,-200000.0,202,False
190768.54931167106,21,True,152901.90592495826,85,True
188927.37612342602,30,True,-200000.0,202,False
190324.27508287402,24,True,100639.53821746886,172,True
190746.55000642894,21,True,-200000.0,202,False
190513.8179860148,22,True,-200000.0,202,False
190534.52222489662,22,True,-200000.0,202,False
191705.9329767516,18,True,162369.34265229694,66,True
189369.00827312362,27,True,98268.04685763162,178,True
190757.67284119298,21,True,-200000,202,False
188034.3343104151,33,True,-200000.0,202,False
187557.29409857016,36,True,-200000.0,202,False
191179.40475701963,20,True,-200000.0,202,False
187007.41556411053,37,True,112211.51476921717,153,True
190835.35743054695,21,True,-200000.0,202,False
189920.30873319917,26,True,-200000,202,False
-194870.35232739535,36,False,-200000.0,202,False
189923.62417921764,27,True,-200000.0,202,False
190650.3684790728,23,True,-200000.0,202,False
187948.7969764869,32,True,-200000,202,False
190904.02522143547,21,True,-200000.0,202,False
191128.16250284438,20,True,91725.5000106035,193,True
187749.96798729926,34,True,-200000.0,202,False
190495.7906924448,23,True,-200000.0,202,False
190900.9546005322,21,True,-200000.0,202,False
-198387.1801553529,24,False,112211.51476921717,153,True
189441.2810530657,28,True,120387.18207329314,136,True
190311.70878484336,24,True,-200000.0,202,False
190007.86805459572,23,True,-200000.0,202,False
187060.43110969252,40,True,-200000.0,202,False
190809.46049887218,22,True,-200000.0,202,False
191451.57067944374,19,True,112211.51476921717,153,True
190399.87272734626,23,True,-200000.00000000003,202,False
190097.56603972407,24,True,121343.31064331312,134,True
191458.70250537878,19,True,-200000,202,False
185190.09599911948,53,True,100639.53821746886,172,True
190728.9586482278,22,True,100639.53821746886,172,True
189074.7415233199,30,True,-200000.0,202,False
189144.9239842033,30,True,-200000,202,False
189847.131634298,26,True,160815.72568271676,68,True
190595.02371733575,22,True,-200000,202,False
190530.04177822353,22,True,91725.5000106035,193,True
-199113.03374264773,22,False,-200000.0,202,False
189629.2077793022,25,True,91157.7309708187,191,True
191715.75511996332,18,True,-200000.0,202,False
187868.77493581892,35,True,-200000.0,202,False
190554.60638395534,23,True,-200000.0,202,False
191309.1742555924,19,True,-200000,202,False
-196897.47919934624,30,False,-200000.0,202,False
191705.9329767516,18,True,-200000.0,202,False
-197022.6364943372,30,False,161454.43524092974,68,True
189649.5257250626,27,True,-200000.0,202,False
189506.99253028608,26,True,-200000.00000000003,202,False
191362.0947582601,19,True,-200000.0,202,False
192033.0,17,True,-200000.0,202,False
188866.37626194383,28,True,-200000.0,202,False
190181.9017975598,24,True,-200000.0,202,False
191349.102148502,19,True,160572.73357702963,70,True
190978.08552181284,21,True,-200000.00000000003,202,False
190765.4667372322,20,True,111058.81353892137,153,True
191034.0914044537,20,True,-200000.0,202,False
187225.72349972848,37,True,-200000.00000000003,202,False
191191.6045797369,20,True,-200000.0,202,False
189186.29085786818,28,True,111409.0921634957,155,True
190969.29386403866,20,True,-200000.0,202,False
190833.05934236821,22,True,166303.53676539633,58,True
189589.4429173675,27,True,-200000.00000000003,202,False
191879.78767293153,18,True,-200000.0,202,False
189203.3515623657,28,True,111058.81353892137,153,True
188839.29013858488,30,True,-200000.0,202,False
190465.80494892027,23,True,-200000.00000000003,202,False
190488.31449994762,22,True,-200000.0,202,False
190001.89871447333,26,True,-200000,202,False
190309.4299464674,22,True,-200000.0,202,False
189785.0447039092,26,True,-200000.00000000003,202,False
187970.21166310206,34,True,-200000.0,202,False
189859.40485441338,27,True,-200000,202,False
190523.60591868183,22,True,-200000.0,202,False
190396.0704564212,24,True,-200000.00000000003,202,False
-198438.96362686562,25,False,-200000.00000000003,202,False
190005.56926230123,24,True,-200000.0,202,False
190784.08100627997,21,True,-200000.0,202,False
189199.83785405167,31,True,-200000.0,202,False
190818.3228749375,21,True,-200000.0,202,False
189160.4490067428,28,True,-200000.0,202,False
188787.39539002607,27,True,-200000,202,False
-192580.27334539656,42,False,91157.7309708187,191,True
190945.7057219973,20,True,-200000.00000000003,202,False
189387.5422971169,26,True,-200000.0,202,False
190109.48574203716,25,True,100639.53821746886,172,True
190498.98847534135,23,True,161454.43524092974,68,True
191037.0,19,True,-200000.00000000003,202,False
190187.28930550642,24,True,161732.36579049623,66,True
189196.18085269685,29,True,-200000,202,False
190701.47476486553,22,True,-200000.0,202,False
191356.33667436775,19,True,-200000,202,False
190319.56922639286,23,True,-200000.0,202,False
192206.85469617994,17,True,112211.51476921717,153,True
-196452.32088390953,31,False,-200000.0,202,False
190538.61686719934,23,True,91157.7309708187,191,True
190573.93731592462,22,True,-200000,202,False
-198180.47549982998,25,False,-200000.0,202,False
188589.07360079285,33,True,-200000.0,202,False
190737.59927845778,22,True,-200000.0,202,False
189428.51764725722,27,True,-200000.0,202,False
190299.79061129148,23,True,93828.34522204645,188,True
189311.3045231731,28,True,-200000.0,202,False
190981.73846724827,20,True,-200000.0,202,False
189807.74165545762,27,True,-200000.0,202,False
191267.3549920641,20,True,-200000.0,202,False
192430.0,16,True,-200000.0,202,False
-197105.53611245722,29,False,-200000.00000000003,202,False
190572.5667382059,21,True,-200000.0,202,False
189955.91816391752,26,True,100639.53821746886,172,True
190492.9804662592,23,True,92474.12673590615,188,True
191309.1742555924,19,True,-200000.0,202,False
190363.38254611444,23,True,121343.31064331312,134,True
190871.91695779093,21,True,-200000.0,202,False
190932.74824106478,21,True,-200000,202,False
190689.70096735258,21,True,-200000.0,202,False
